game,timestamp,type,anonymized,predicted_res_0
-E79qAYLfcU,55,,[TEAM] have reward for their early dominance insi[PLAYER] the opening 10 minutes. They lead [TEAM] 1-0.,It's time for a substitution. [PLAYER] ([TEAM]) comes on in place of [PLAYER].
-E79qAYLfcU,62,whistle,Thoroughly [PLAYER]served. They've started absolutely brilliantly taking the game to [TEAM] from the first whistle.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] decided to show him a yellow card.
-E79qAYLfcU,76,,"For the home team, advancing again.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it. The ball goes out of play and [TEAM] will have a goal kick."
-E79qAYLfcU,77,,"[PLAYER] in. Oh, great chance for Iliĉić.",[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the right post. [PLAYER] guesses his intention and denies him with a fine save.
-E79qAYLfcU,80,,How on earth was that not two?,[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the middle of the goal. [PLAYER] guesses his intention and denies him with a fine save.
-E79qAYLfcU,83,,What a chance.,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
-E79qAYLfcU,90,,"Iliĉić, he's had a couple of chances in this first half.","[PLAYER] ([TEAM]) takes the corner and sends it into the penalty area, but the opposition's defence is ready and makes a good clearance."
-E79qAYLfcU,92,,Iliĉić now is going to make a run into the box.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
-E79qAYLfcU,94,,The ball's going to head towards him. [PLAYER] and it's another super save this time with the right hand from Handanović.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
-E79qAYLfcU,107,,The final check of the watch from the referee. We're almost ready to go [TEAM] looking to pick up where they finished off and the ball has only been half-cleared by [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
-E79qAYLfcU,119,,[TEAM] sud[PLAYER]nly have got a route back into the game in the opening seconds of the second half here now.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
-E79qAYLfcU,126,whistle,Waits for the whistle.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
-E79qAYLfcU,132,,It's 1-1. [PLAYER] does it again for inter.,"[PLAYER] ([TEAM]) swings in a dangerous cross from the resulting corner kick, but none of his teammates manage to outjump the defence."
-E79qAYLfcU,137,,A route back into the game right at the start of the second half a controversial penalty [PLAYER]cision.,[PLAYER] ([TEAM]) takes the ball to the corner flag and sends it into the box.
-E79qAYLfcU,147,,Here's [PLAYER]. In it comes from Josip Iliĉić and it is in.,[PLAYER] ([TEAM]) takes the ball to the corner flag and sends it into the box.
-E79qAYLfcU,152,,He has done it. It's [PLAYER] for the third match in a row.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
-E79qAYLfcU,157,,He gave the penalty away at the start of the second half but he's happier now because he's hea[PLAYER]d his team back in front.,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
-E79qAYLfcU,167,,Time running very short for [TEAM] to try and get anything from this one.,[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will send the ball into the penalty box.
-E79qAYLfcU,175,soccer-ball,"Iliĉić with the [PLAYER]livery, oh, and it is the third goal.",[PLAYER] ([TEAM]) takes the ball to the corner flag and sends it into the box.
-E79qAYLfcU,183,,[PLAYER] up from the back gets his head on this one.,It's time for a substitution. [PLAYER] ([TEAM]) comes on in place of [PLAYER].
-E79qAYLfcU,190,,Twice in the second half.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and send the ball into the back of the net. It's 1:0.
-E79qAYLfcU,201,,[TEAM] are sniffing around for a fourth here.,"[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but his effort is blocked by one of the defenders. The ball is out of play. [TEAM] will have a chance to score from a corner."
-E79qAYLfcU,204,,Gómez wants it and Gómez gets it. That's the icing on the cake.,"[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER] and from close range fires the ball into the left side of the goal, giving the goalkeeper no chance."
-E79qAYLfcU,208,,What a day for [TEAM]. [TEAM] have been thrashed in Bergamo [PLAYER]ep in ad[PLAYER]d time.,It's time for a substitution. [PLAYER] ([TEAM]) comes on to replace [PLAYER].
-E79qAYLfcU,222,soccer-ball,There goes the final whistle. It's the second time this season that [TEAM] have scored four goals at home.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
-E79qAYLfcU,228,,"The first time was in the first match of the season against Frosinone but this is a big one, four against [TEAM].",It's time for a substitution. [PLAYER] ([TEAM]) comes on in place of [PLAYER].
02n0kR3B7DU,1,,"Hello, good afternoon, and welcome to the [STADIUM].","[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
02n0kR3B7DU,4,,"We're getting ready for live action, round four of the Serie A season.","[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
02n0kR3B7DU,8,,[TEAM] against [TEAM].,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
02n0kR3B7DU,9,,"The international break is over, and we're very happy to be back in the top flight of Italian football with these two old sides.","[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
02n0kR3B7DU,17,,The oldest in the country in [TEAM] and [TEAM] as well.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
02n0kR3B7DU,22,,"[TEAM]-[TEAM] is underway, and it's the visiting side, [TEAM] going from right to left.","The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
02n0kR3B7DU,35,,"[PLAYER] miss-controls, but fortune favors him now.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball is off of the pitch and it's a goal kick for [TEAM].
02n0kR3B7DU,38,,Rômulo up against Džemaili.,"A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end. The ball is out of play. [TEAM] will have an opportunity to score from a corner."
02n0kR3B7DU,42,,"Strong running from Rômulo, good athletic stride he has.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,46,,"Oh, ref. That's going to be a free kick, and this is a much better position.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,49,,Hasty play from [PLAYER].,"[PLAYER] ([TEAM]) sends a pass into the box, but his attempt is thwarted and cleared. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
02n0kR3B7DU,58,,This is one of the best attacking position so far in the game as Rômulo crosses the ball in.,"The resulting corner, taken by [PLAYER] ([TEAM]), comes to nothing as one of the defenders makes a good clearance."
02n0kR3B7DU,63,,"It meets a head, and flies over the bar.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play. [TEAM] are awarded a corner kick.
02n0kR3B7DU,66,,Günter making his full debut.,"[PLAYER] ([TEAM]) sends a lofted cross into the box, but he can't find any of his teammates as the opposition's defence averts the threat. The ball is out of play. [TEAM] will have a chance to score from a corner."
02n0kR3B7DU,70,,He could have got his name in the headlines.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
02n0kR3B7DU,78,,Džemaili runs off.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,79,,This will be a bad time to concede.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
02n0kR3B7DU,81,,Good header from [PLAYER].,"[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but his effort on goal is blocked by the defender."
02n0kR3B7DU,82,,"[PLAYER], they want the counter, [PLAYER]. His touch lets him down, and they manage to fortunately get it back there easily, and is he onside?","[PLAYER] ([TEAM]) sends a pass into the box, but his attempt is thwarted and cleared. The ball goes out of play and [TEAM] have been awarded a corner kick."
02n0kR3B7DU,91,,The flag stays down. Piątek one-on-one.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
02n0kR3B7DU,94,,"Well, he gets the shot away.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
02n0kR3B7DU,96,,It's saved by [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,100,soccer-ball,Too wide to claim that fourth league goal of the season.,"A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
02n0kR3B7DU,107,,We're back underway here at the Marassi.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
02n0kR3B7DU,111,,[TEAM] winning six points from six from their first two home games.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] win a free kick and will be able to apply some pressure on the opposition goal.
02n0kR3B7DU,120,,"Can [TEAM] having won an away match in the league in 2018 as the ball is in for [PLAYER], then the shot.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
02n0kR3B7DU,130,,What a wicked slice.,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
02n0kR3B7DU,131,,"It's a driven attempt, and [PLAYER] just wide.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
02n0kR3B7DU,148,,Took [?] is a longer time to play out inside their own half as Piątek opens up the space.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
02n0kR3B7DU,156,,He's done it again.,"[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but his effort is blocked by the defender."
02n0kR3B7DU,157,,What a brilliant start to his time here in Italy.,"[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but his effort on goal is blocked by the defender."
02n0kR3B7DU,161,soccer-ball,"Three games, four goals.",[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates.
02n0kR3B7DU,164,,The new number nine for [TEAM] does it again.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and send the ball into the back of the net. 0:1.
02n0kR3B7DU,170,soccer-ball,Is [PLAYER] going to take a direction on goal?,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and slot the ball into the back of the net. 0:2.
02n0kR3B7DU,172,,"He's got the left boot to do it, and he does go straight at the keeper.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
02n0kR3B7DU,175,,[PLAYER] punches away.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and send the ball into the back of the net. 0:2.
02n0kR3B7DU,191,,Lazović doesn't give up on the ball.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
02n0kR3B7DU,194,,Does he think he's got a shot in him?,"A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
02n0kR3B7DU,195,,"Dribbling his way through, and such a wonderful opportunity to kill the game.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] win a corner kick."
02n0kR3B7DU,208,,"Oh, now there's another card coming out, and the referee here.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
02n0kR3B7DU,213,,Is he going to have to go for a more severe color?,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
02n0kR3B7DU,218,,A red card has been shown here.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
02n0kR3B7DU,226,whistle,The final whistle goes.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,228,,"It finishes here, [TEAM] 1-0 [TEAM].",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
02n0kR3B7DU,231,,"It's all we've got time for from the [STADIUM], good afternoon.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,0,,[TEAM] finished 2019 with back to back defeats putting the Salentini dangerously close to the relegation zone.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] win a free kick which could lead to a goal-scoring opportunity.
0ARW5Nn8-ow,7,,They have a big chance to win at home for the first time this season against an [TEAM] side who have struggled on the road.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] win a free kick which could lead to a goal-scoring opportunity.
0ARW5Nn8-ow,17,,"[PLAYER] is away here for [TEAM], still going [PLAYER] and has a shot, it's off the crossbar.",[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
0ARW5Nn8-ow,27,,"Still alive, [PLAYER], plays it back, the shot and a beautiful save from [PLAYER].","[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but his effort on goal is blocked by the defender."
0ARW5Nn8-ow,36,,[PLAYER]nies [PLAYER] as [TEAM] came excruciatingly close to breaking the deadlock here at the Via del Mare.,The resulting corner from [PLAYER] ([TEAM]) is cleared by the opposition's defence.
0ARW5Nn8-ow,55,,"[PLAYER] Paul, finds [PLAYER], here is [PLAYER] who can shoot from here but too much traffic, the shot does come in and it forces a fine save from [PLAYER].",The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.
0ARW5Nn8-ow,68,soccer-ball,"[PLAYER], what a rocket he has and he made use of it on this occasion, a loose ball he teed it up well and that was heading for the back of the net.",[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the middle of the goal. [PLAYER] guesses his intention and denies him with a fine save.
0ARW5Nn8-ow,87,,"Here is [PLAYER] now in a good position, crosses it for [PLAYER], [PLAYER], was he offside?","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end. The ball goes out of play and [TEAM] will have a goal kick."
0ARW5Nn8-ow,94,,The flag stays down.,The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.
0ARW5Nn8-ow,96,,[TEAM] break the deadlock with [PLAYER] once again scoring against [TEAM].,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
0ARW5Nn8-ow,113,soccer-ball,"It's offside, no goal, score remains 0-0.",The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
0ARW5Nn8-ow,122,,"As [PLAYER] now finds [PLAYER] Paul, [TEAM] away on the coun[PLAYER].","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
0ARW5Nn8-ow,129,,"They're flooding forward [PLAYER] Paul will have a shot from here, didn't miss by much.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball is out of play. [TEAM] win a corner kick."
0ARW5Nn8-ow,136,,In this conditions shots from distance are very tricky indeed to deal with.,The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.
0ARW5Nn8-ow,149,,"Taken short, [PLAYER] Paul with a looping ball, not dealt with well by [PLAYER], Madgragora shoots at the side netting.",The resulting corner from [PLAYER] ([TEAM]) is cleared by the opposition's defence.
0ARW5Nn8-ow,161,,Again conditions proving very difficult for the keepers.,[REFEREE] blows his whistle for a foul after [PLAYER] ([TEAM]) hacks down one of his opponents. [TEAM] win a free kick and will likely cross the ball into the box.
0ARW5Nn8-ow,171,,"[PLAYER]'s header, again looking for [PLAYER], it's fallen to [PLAYER] Paul a chance now for [TEAM].",The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.
0ARW5Nn8-ow,178,,"[PLAYER] Paul crosses for [PLAYER], leaves it for [PLAYER]sagna but what a save in the end.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
0ARW5Nn8-ow,185,soccer-ball,"It looked for all money the opening goal, they had numbers wide, the ball went to [PLAYER]sagna, that was a brilliant save from [PLAYER] in the end.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,198,,[PLAYER]sagna again chipping at the far post.,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play. [TEAM] are awarded a corner kick.
0ARW5Nn8-ow,202,,"Now [PLAYER] Paul on his right, [PLAYER], back to [PLAYER] Paul, still [PLAYER] Paul, he's done it.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,208,soccer-ball,What a goal from Rodrigo [PLAYER] Paul the captain in the 88th minute gives [TEAM] the lead and you have to say it's been coming.,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
0ARW5Nn8-ow,223,soccer-ball,"[TEAM] defeat [TEAM] by one goal to nil, Rodrigo [PLAYER] Paul 88th minute goal gives [TEAM] their second consecutive win.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
0FTvDsXRAMM,0,,Trying to stay in touch with the runaway leaders against trying to stay in touch with the European positions in the league.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
0FTvDsXRAMM,8,,This is what is at stake in this round 24 match between [TEAM] and [TEAM].,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
0FTvDsXRAMM,20,whistle,We have kickoff then.,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
0FTvDsXRAMM,21,,It is Toro who get the game underway.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
0FTvDsXRAMM,26,corner,It's Callejón from the corner flag.,[PLAYER] ([TEAM]) takes the ball to the corner flag and sends it into the box.
0FTvDsXRAMM,29,,He's lifted this one up high towards [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,32,,"[PLAYER], just getting the flick away, otherwise the defender would have been onto that one.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
0FTvDsXRAMM,37,,Here's [PLAYER].,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender. The ball is out of play. [TEAM] win a corner kick."
0FTvDsXRAMM,39,,Nice cross in.,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender. The ball is out of play. [TEAM] win a corner kick."
0FTvDsXRAMM,40,soccer-ball,"[PLAYER] couldn't connect properly, and it's gone wide off goal.",[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the right post. [PLAYER] guesses his intention and denies him with a fine save.
0FTvDsXRAMM,44,,"Another half chance, though, for [TEAM].",[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates.
0FTvDsXRAMM,47,,It was a good ball.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play. [TEAM] are awarded a corner kick."
0FTvDsXRAMM,53,,[PLAYER] gives it away.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. [TEAM] will have a chance to score from a corner kick."
0FTvDsXRAMM,54,,Possible break now.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. [TEAM] force a corner. They send men into the box."
0FTvDsXRAMM,55,,[PLAYER] needs support.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is alert and intercepts the ball. [TEAM] have been awarded a corner kick."
0FTvDsXRAMM,58,,"He just runs into [PLAYER], who's dispossessed him.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
0FTvDsXRAMM,62,,"[PLAYER], that's a lovely ball forward.",The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.
0FTvDsXRAMM,64,,[PLAYER] in the box. [PLAYER] lines up the shot.,[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the right post. [PLAYER] guesses his intention and denies him with a fine save.
0FTvDsXRAMM,67,soccer-ball,"It's wide off goal, saved by [PLAYER].","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
0FTvDsXRAMM,71,,Another chance goes begging for [TEAM].,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
0FTvDsXRAMM,81,,"Again this time, Fabián [PLAYER] getting in.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but one of the defenders clears the ball to safety. [TEAM] will have a chance to score from a corner kick."
0FTvDsXRAMM,83,,That's an excellent ball.,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender. The ball is out of play and the linesman points at the corner flag. [TEAM] will have an opportunity to threaten the opposition's goal."
0FTvDsXRAMM,86,soccer-ball,"This time, [PLAYER] did get on the end of it, but he's put it wide off goal.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
0FTvDsXRAMM,90,,Unbelievable miss by the forward.,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) comes onto the pitch so that [PLAYER] can be given a rest.
0FTvDsXRAMM,98,,It's [TEAM] then who get the second period underway.,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
0FTvDsXRAMM,103,,[PLAYER] on the edge of the box.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play. [TEAM] are awarded a corner kick."
0FTvDsXRAMM,105,,Here's [PLAYER].,"[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but his effort on goal is blocked by the defender. The ball is out of play and [TEAM] manage to win a corner."
0FTvDsXRAMM,107,,Couldn't control it first time.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,114,,[PLAYER] rose it to the edge.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,116,,That's a better shot from Fabián [PLAYER].,[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the right post. [PLAYER] guesses his intention and denies him with a fine save.
0FTvDsXRAMM,119,,This time he tested [PLAYER].,[PLAYER] ([TEAM]) takes the corner but only sends it into a huddle of the defenders and one of them makes a good clearance.
0FTvDsXRAMM,128,,Plenty of [TEAM] players for the ball.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,130,,"Needs to go inside the box, and it doesn't.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,134,,[TEAM] can break here.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
0FTvDsXRAMM,136,,"It's three against one, if they make use of this.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
0FTvDsXRAMM,143,,"Well, good shot, but again, [PLAYER] says, ""No, thanks."" [PLAYER] had to shoot here.",[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the right post. [PLAYER] guesses his intention and denies him with a fine save.
0FTvDsXRAMM,151,,"Otherwise, the defender would have caught up with him.",The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.
0FTvDsXRAMM,154,,A bit of a wasted counter attack though.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
0FTvDsXRAMM,159,,Callejón waits for [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,161,,"Here he is, on the overlap.","[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but his effort on goal is blocked by the defender."
0FTvDsXRAMM,162,,The cross almost to [PLAYER].,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
