game,timestamp,type,anonymized,predicted_res_0
-E79qAYLfcU,92,,Iliĉić now is going to make a run into the box.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets in the way of the cross."
-E79qAYLfcU,94,,The ball's going to head towards him. [PLAYER] and it's another super save this time with the right hand from Handanović.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
-E79qAYLfcU,107,,The final check of the watch from the referee. We're almost ready to go [TEAM] looking to pick up where they finished off and the ball has only been half-cleared by [PLAYER].,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] are awarded a free kick.
-E79qAYLfcU,119,,[TEAM] sud[PLAYER]nly have got a route back into the game in the opening seconds of the second half here now.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
-E79qAYLfcU,126,whistle,Waits for the whistle.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
-E79qAYLfcU,132,,It's 1-1. [PLAYER] does it again for inter.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
-E79qAYLfcU,137,,A route back into the game right at the start of the second half a controversial penalty [PLAYER]cision.,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defence. The ball is out of play. [TEAM] will have a chance to score from a corner."
-E79qAYLfcU,147,,Here's [PLAYER]. In it comes from Josip Iliĉić and it is in.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
-E79qAYLfcU,152,,He has done it. It's [PLAYER] for the third match in a row.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and slot the ball low into the middle of the net. The score is 1:0.
-E79qAYLfcU,157,,He gave the penalty away at the start of the second half but he's happier now because he's hea[PLAYER]d his team back in front.,Goal! [PLAYER] ([TEAM]) was first to react to the rebound inside the box and he lashed the ball into the back of the net. 1:0.
-E79qAYLfcU,167,,Time running very short for [TEAM] to try and get anything from this one.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play. [TEAM] are awarded a corner kick."
-E79qAYLfcU,175,soccer-ball,"Iliĉić with the [PLAYER]livery, oh, and it is the third goal.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
-E79qAYLfcU,183,,[PLAYER] up from the back gets his head on this one.,Goal! [PLAYER] ([TEAM]) was first to react to a rebound inside the box and he slams the ball into the back of the net. It's 1:0.
-E79qAYLfcU,190,,Twice in the second half.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] decides to show him a yellow card.
-E79qAYLfcU,201,,[TEAM] are sniffing around for a fourth here.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
-E79qAYLfcU,204,,Gómez wants it and Gómez gets it. That's the icing on the cake.,Goal! [PLAYER] ([TEAM]) is first to react to a rebound inside the box and fires the ball into the back of the net. The score is 2:0.
-E79qAYLfcU,208,,What a day for [TEAM]. [TEAM] have been thrashed in Bergamo [PLAYER]ep in ad[PLAYER]d time.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and slot the ball low into the middle of the net. The score is 1:0.
-E79qAYLfcU,222,soccer-ball,There goes the final whistle. It's the second time this season that [TEAM] have scored four goals at home.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
-E79qAYLfcU,228,,"The first time was in the first match of the season against Frosinone but this is a big one, four against [TEAM].","[COACH] is forced to make a change. [PLAYER] is unable to continue due to injury, [PLAYER] ([TEAM]) comes on."
02n0kR3B7DU,1,,"Hello, good afternoon, and welcome to the [STADIUM].",[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].
02n0kR3B7DU,4,,"We're getting ready for live action, round four of the Serie A season.",[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].
02n0kR3B7DU,8,,[TEAM] against [TEAM].,[PLAYER] ([TEAM]) fails to beat the offside trap and the linesman puts his flag up.
02n0kR3B7DU,9,,"The international break is over, and we're very happy to be back in the top flight of Italian football with these two old sides.","[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
02n0kR3B7DU,17,,The oldest in the country in [TEAM] and [TEAM] as well.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
02n0kR3B7DU,22,,"[TEAM]-[TEAM] is underway, and it's the visiting side, [TEAM] going from right to left.",The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
02n0kR3B7DU,35,,"[PLAYER] miss-controls, but fortune favors him now.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
02n0kR3B7DU,38,,Rômulo up against Džemaili.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
02n0kR3B7DU,42,,"Strong running from Rômulo, good athletic stride he has.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,46,,"Oh, ref. That's going to be a free kick, and this is a much better position.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,49,,Hasty play from [PLAYER].,"[REFEREE] blows the whistle, [PLAYER] ([TEAM]) is penalised for a foul. [TEAM] have a free kick from a promising distance."
02n0kR3B7DU,58,,This is one of the best attacking position so far in the game as Rômulo crosses the ball in.,"The resulting corner, taken by [PLAYER] ([TEAM]), comes to nothing as one of the defenders makes a good clearance."
02n0kR3B7DU,63,,"It meets a head, and flies over the bar.","[PLAYER] ([TEAM]) whips the ball in, but it fails to reach any of his teammates as the opposition's defence manages to intercept and clear the danger. The ball is out of play. [TEAM] will have a chance to score from a corner kick."
02n0kR3B7DU,66,,Günter making his full debut.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
02n0kR3B7DU,70,,He could have got his name in the headlines.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to tap in the rebound from inside the box and make it 0:2.
02n0kR3B7DU,78,,Džemaili runs off.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,79,,This will be a bad time to concede.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,81,,Good header from [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,82,,"[PLAYER], they want the counter, [PLAYER]. His touch lets him down, and they manage to fortunately get it back there easily, and is he onside?","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,91,,The flag stays down. Piątek one-on-one.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,94,,"Well, he gets the shot away.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,96,,It's saved by [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,100,soccer-ball,Too wide to claim that fourth league goal of the season.,The linesman raises his flag for offside before [PLAYER] ([TEAM]) signals to the referee to award a goal.
02n0kR3B7DU,107,,We're back underway here at the Marassi.,"The referee blows his whistle, [PLAYER] ([TEAM]) is given a yellow card."
02n0kR3B7DU,111,,[TEAM] winning six points from six from their first two home games.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
02n0kR3B7DU,120,,"Can [TEAM] having won an away match in the league in 2018 as the ball is in for [PLAYER], then the shot.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
02n0kR3B7DU,130,,What a wicked slice.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,131,,"It's a driven attempt, and [PLAYER] just wide.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,148,,Took [?] is a longer time to play out inside their own half as Piątek opens up the space.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
02n0kR3B7DU,156,,He's done it again.,"[PLAYER] ([TEAM]) sends a pass into the box, but [PLAYER] was quick enough to intercept the ball."
02n0kR3B7DU,157,,What a brilliant start to his time here in Italy.,"[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but he can't get to the loose ball and it goes out of play. [TEAM] will have a chance to score from a corner."
02n0kR3B7DU,161,soccer-ball,"Three games, four goals.","[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but his effort on goal is blocked by the defence."
02n0kR3B7DU,164,,The new number nine for [TEAM] does it again.,Goal! [PLAYER] ([TEAM]) was first to react to the rebound inside the box and he slotted the ball into the bottom left corner. 0:1.
02n0kR3B7DU,170,soccer-ball,Is [PLAYER] going to take a direction on goal?,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,172,,"He's got the left boot to do it, and he does go straight at the keeper.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,175,,[PLAYER] punches away.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,191,,Lazović doesn't give up on the ball.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,194,,Does he think he's got a shot in him?,"[PLAYER] ([TEAM]) sends a pass into the box, but his attempt is thwarted and cleared. The ball goes out of play and [TEAM] have been awarded a corner kick."
02n0kR3B7DU,195,,"Dribbling his way through, and such a wonderful opportunity to kill the game.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,208,,"Oh, now there's another card coming out, and the referee here.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
02n0kR3B7DU,213,,Is he going to have to go for a more severe color?,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
02n0kR3B7DU,218,,A red card has been shown here.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
02n0kR3B7DU,226,whistle,The final whistle goes.,"[PLAYER] ([TEAM]) whips the ball in, but it fails to reach any of his teammates as the opposition's defence averts the threat by intercepting the throw-in."
02n0kR3B7DU,228,,"It finishes here, [TEAM] 1-0 [TEAM].",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] will have a chance to score from a corner.
02n0kR3B7DU,231,,"It's all we've got time for from the [STADIUM], good afternoon.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
0ARW5Nn8-ow,0,,[TEAM] finished 2019 with back to back defeats putting the Salentini dangerously close to the relegation zone.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
0ARW5Nn8-ow,7,,They have a big chance to win at home for the first time this season against an [TEAM] side who have struggled on the road.,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
0ARW5Nn8-ow,17,,"[PLAYER] is away here for [TEAM], still going [PLAYER] and has a shot, it's off the crossbar.",The second half has just started.
0ARW5Nn8-ow,27,,"Still alive, [PLAYER], plays it back, the shot and a beautiful save from [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,36,,[PLAYER]nies [PLAYER] as [TEAM] came excruciatingly close to breaking the deadlock here at the Via del Mare.,"[PLAYER] ([TEAM]) whips the ball in, but it fails to reach any of his teammates as the opposition's defence averts the threat. The ball is out of play. [TEAM] will have a chance to score from a corner."
0ARW5Nn8-ow,55,,"[PLAYER] Paul, finds [PLAYER], here is [PLAYER] who can shoot from here but too much traffic, the shot does come in and it forces a fine save from [PLAYER].","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
0ARW5Nn8-ow,68,soccer-ball,"[PLAYER], what a rocket he has and he made use of it on this occasion, a loose ball he teed it up well and that was heading for the back of the net.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
0ARW5Nn8-ow,87,,"Here is [PLAYER] now in a good position, crosses it for [PLAYER], [PLAYER], was he offside?","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,94,,The flag stays down.,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.
0ARW5Nn8-ow,96,,[TEAM] break the deadlock with [PLAYER] once again scoring against [TEAM].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is alert and intercepts the ball. [TEAM] have been awarded a corner kick. The referee and one of the linesman both point at the corner flag."
0ARW5Nn8-ow,113,soccer-ball,"It's offside, no goal, score remains 0-0.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,122,,"As [PLAYER] now finds [PLAYER] Paul, [TEAM] away on the coun[PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,129,,"They're flooding forward [PLAYER] Paul will have a shot from here, didn't miss by much.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
0ARW5Nn8-ow,136,,In this conditions shots from distance are very tricky indeed to deal with.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
0ARW5Nn8-ow,149,,"Taken short, [PLAYER] Paul with a looping ball, not dealt with well by [PLAYER], Madgragora shoots at the side netting.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
0ARW5Nn8-ow,161,,Again conditions proving very difficult for the keepers.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the penalty box, but one of the defenders intercepts the ball. The ball goes out of play. [TEAM] will have a chance to score from a corner."
0ARW5Nn8-ow,171,,"[PLAYER]'s header, again looking for [PLAYER], it's fallen to [PLAYER] Paul a chance now for [TEAM].",[REFEREE] blows his whistle and it's [PLAYER] ([TEAM]) who is penalised for an offensive foul. It's a free kick to [TEAM] in a dangerous position.
0ARW5Nn8-ow,178,,"[PLAYER] Paul crosses for [PLAYER], leaves it for [PLAYER]sagna but what a save in the end.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,185,soccer-ball,"It looked for all money the opening goal, they had numbers wide, the ball went to [PLAYER]sagna, that was a brilliant save from [PLAYER] in the end.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,198,,[PLAYER]sagna again chipping at the far post.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
0ARW5Nn8-ow,202,,"Now [PLAYER] Paul on his right, [PLAYER], back to [PLAYER] Paul, still [PLAYER] Paul, he's done it.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,208,soccer-ball,What a goal from Rodrigo [PLAYER] Paul the captain in the 88th minute gives [TEAM] the lead and you have to say it's been coming.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
0ARW5Nn8-ow,223,soccer-ball,"[TEAM] defeat [TEAM] by one goal to nil, Rodrigo [PLAYER] Paul 88th minute goal gives [TEAM] their second consecutive win.",Goal! [PLAYER] ([TEAM]) was in the right place at the right time to tap in the rebound and make it 1:0.
0FTvDsXRAMM,0,,Trying to stay in touch with the runaway leaders against trying to stay in touch with the European positions in the league.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
0FTvDsXRAMM,8,,This is what is at stake in this round 24 match between [TEAM] and [TEAM].,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
0FTvDsXRAMM,20,whistle,We have kickoff then.,[PLAYER] ([TEAM]) gives away a foul for a clumsy challenge. Referee [REFEREE] saw the whole situation.
0FTvDsXRAMM,21,,It is Toro who get the game underway.,[PLAYER] ([TEAM]) fails to beat the offside trap and the linesman puts his flag up.
0FTvDsXRAMM,26,corner,It's Callejón from the corner flag.,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to clear the danger."
0FTvDsXRAMM,29,,He's lifted this one up high towards [PLAYER].,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets in the way to clear."
0FTvDsXRAMM,32,,"[PLAYER], just getting the flick away, otherwise the defender would have been onto that one.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play. [TEAM] are awarded a corner kick."
0FTvDsXRAMM,37,,Here's [PLAYER].,"[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defender."
0FTvDsXRAMM,39,,Nice cross in.,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by one of the defenders. The ball is out of play. [TEAM] will have a chance to score from a corner."
0FTvDsXRAMM,40,soccer-ball,"[PLAYER] couldn't connect properly, and it's gone wide off goal.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets in the way of the cross."
0FTvDsXRAMM,44,,"Another half chance, though, for [TEAM].","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by one of the defenders. The ball is out of play. [TEAM] will have a chance to score from a corner."
0FTvDsXRAMM,47,,It was a good ball.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play and [TEAM] will have a goal kick."
0FTvDsXRAMM,53,,[PLAYER] gives it away.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,54,,Possible break now.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
0FTvDsXRAMM,55,,[PLAYER] needs support.,"A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
0FTvDsXRAMM,58,,"He just runs into [PLAYER], who's dispossessed him.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opponent. The ball is out of play and the linesman points at the corner flag. Corner to [TEAM].
0FTvDsXRAMM,62,,"[PLAYER], that's a lovely ball forward.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,64,,[PLAYER] in the box. [PLAYER] lines up the shot.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,67,soccer-ball,"It's wide off goal, saved by [PLAYER].","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by one of the defenders. The ball is out of play. [TEAM] will have a chance to score from a corner."
0FTvDsXRAMM,71,,Another chance goes begging for [TEAM].,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort from close range goes well wide of the left post. The ball goes out of play and [TEAM] will have a goal kick."
0FTvDsXRAMM,81,,"Again this time, Fabián [PLAYER] getting in.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,83,,That's an excellent ball.,"[PLAYER] ([TEAM]) misses a good chance to score. An inch-perfect cross into the box finds [PLAYER] ([TEAM]) who rises for a header, but sends the ball well over the bar."
0FTvDsXRAMM,86,soccer-ball,"This time, [PLAYER] did get on the end of it, but he's put it wide off goal.",[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out of play. [TEAM] are awarded a corner kick.
0FTvDsXRAMM,90,,Unbelievable miss by the forward.,[PLAYER] ([TEAM]) fails to beat the offside trap and the linesman puts his flag up. The referee stops play as the ball goes out of play. [TEAM] will take a corner kick.
0FTvDsXRAMM,98,,It's [TEAM] then who get the second period underway.,"[PLAYER] ([TEAM]) attempts to find [PLAYER], but puts far too much on the pass and the chance is gone. The ball goes out of play and [TEAM] will have a goal kick."
0FTvDsXRAMM,103,,[PLAYER] on the edge of the box.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball is out of play and the linesman points at the corner flag. Corner to be taken by [TEAM].
0FTvDsXRAMM,105,,Here's [PLAYER].,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. [TEAM] force a corner. They send men into the box.
0FTvDsXRAMM,107,,Couldn't control it first time.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,114,,[PLAYER] rose it to the edge.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble out of the penalty area. The linesman makes the right call and [TEAM] will have a corner.
0FTvDsXRAMM,116,,That's a better shot from Fabián [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play. [TEAM] are awarded a corner kick."
0FTvDsXRAMM,119,,This time he tested [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
0FTvDsXRAMM,128,,Plenty of [TEAM] players for the ball.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,130,,"Needs to go inside the box, and it doesn't.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
0FTvDsXRAMM,134,,[TEAM] can break here.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,136,,"It's three against one, if they make use of this.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,143,,"Well, good shot, but again, [PLAYER] says, ""No, thanks."" [PLAYER] had to shoot here.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,151,,"Otherwise, the defender would have caught up with him.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. [TEAM] force a corner. They send men into the box."
0FTvDsXRAMM,154,,A bit of a wasted counter attack though.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the effort."
0FTvDsXRAMM,159,,Callejón waits for [PLAYER].,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
0FTvDsXRAMM,161,,"Here he is, on the overlap.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0FTvDsXRAMM,162,,The cross almost to [PLAYER].,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
