game,timestamp,type,anonymized,predicted_res_0
0ARW5Nn8-ow,178,,"[PLAYER] Paul crosses for [PLAYER], leaves it for [PLAYER]sagna but what a save in the end.","[PLAYER] ([TEAM]) delivers a fine lofted cross into the penalty area, but it's cleared by an opposing player."
0ARW5Nn8-ow,185,soccer-ball,"It looked for all money the opening goal, they had numbers wide, the ball went to [PLAYER]sagna, that was a brilliant save from [PLAYER] in the end.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,198,,[PLAYER]sagna again chipping at the far post.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,202,,"Now [PLAYER] Paul on his right, [PLAYER], back to [PLAYER] Paul, still [PLAYER] Paul, he's done it.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,208,soccer-ball,What a goal from Rodrigo [PLAYER] Paul the captain in the 88th minute gives [TEAM] the lead and you have to say it's been coming.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. [TEAM] will have a chance to score from a corner kick."
0ARW5Nn8-ow,223,soccer-ball,"[TEAM] defeat [TEAM] by one goal to nil, Rodrigo [PLAYER] Paul 88th minute goal gives [TEAM] their second consecutive win.",It's time for a substitution. [PLAYER] ([TEAM]) is on in place of [PLAYER].
17Ma8ZcCkNY,0,,"[TEAM] against [TEAM], a fixture that leaps off the page, that grabs the attention.","The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
17Ma8ZcCkNY,4,,"It has done for decades, and three of them have now gone by since [TEAM] won a league game away to the [TEAM].","The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
17Ma8ZcCkNY,22,,"Here's [PLAYER], [PLAYER], [PLAYER], movement here, from [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,29,soccer-ball,"Oh, off the frame of the goal.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,52,,"Good ball here for [PLAYER], who's trapped by [PLAYER], Paquetá is available, so is Piątek.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play and [TEAM] decide to take a goal kick."
17Ma8ZcCkNY,60,soccer-ball,[PLAYER] goes for goal himself and it's pushed wide by [PLAYER].,"[PLAYER] ([TEAM]) darts into the penalty area to latch on to a pass, and he unleashes a low drive towards the middle of the net, but [PLAYER] is alert and denies him."
17Ma8ZcCkNY,64,,"He's had a decent start to the game, the Spaniard, [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
17Ma8ZcCkNY,70,,"[PLAYER] finds [PLAYER], here's [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,85,soccer-ball,"Classic [PLAYER], who scores his 100th [TEAM] goal in some style, silences San Siro.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defence."
17Ma8ZcCkNY,96,,[TEAM] 0-1 [TEAM].,"[PLAYER] ([TEAM]) darts into the penalty area to latch on to a pass, and he unleashes a low drive towards the middle of the net, but [PLAYER] is alert and denies him."
17Ma8ZcCkNY,116,,"[PLAYER], [PLAYER], [PLAYER], can [TEAM] hit back here?","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,124,,[PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,126,,"Oh, it's deflected and it's gone in.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,129,,"Piątek is the man who's claiming it, but [TEAM], out of nothing, are on terms at San Siro.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with the threat. The ball goes out of play and [TEAM] will have a goal kick."
17Ma8ZcCkNY,147,,Will need something special though from [PLAYER].,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with the threat. The ball goes out of play and [TEAM] will have a goal kick."
17Ma8ZcCkNY,152,soccer-ball,"Straight at the goalkeeper, certainly got the pace on the ball.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,157,,"He dealt with that okay, didn't he?","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,160,,"You have to deal with it how you see it coming towards you, and that probably had a lot of movement on it.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,173,,[TEAM] looking to get themselves back in front here.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,176,,"[PLAYER]'s come a very long way for that, and he wasn't convincing at all.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,180,,A double save to spare his own blushes a bit there.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
17Ma8ZcCkNY,202,,[TEAM] looking a bit open here.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball is off of the pitch and it's a goal kick for [TEAM]."
17Ma8ZcCkNY,203,,"That's a lovely ball, it's [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,207,,Thumped it home.,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
17Ma8ZcCkNY,209,,The President can celebrate.,[PLAYER] ([TEAM]) is penalised for tripping his opponent. [REFEREE] makes the right call.
17Ma8ZcCkNY,221,,"That result, 30 years in the making for [TEAM].",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] will have a goal kick.
17Ma8ZcCkNY,225,,They win away at [TEAM] in Serie A.,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but overruns the ball and loses the ball to an opposing player. The ball goes out for a corner. [TEAM] will take a chance to threaten the opposition's goal."
1CY4_lEfZhE,0,,A very good evening to you from the Artemio Franchi in Florence.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
1CY4_lEfZhE,4,,Not a happy place at the moment.,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) comes onto the pitch so that [PLAYER] can be given a rest.
1CY4_lEfZhE,7,,There've been protests in the center of Florence today from [TEAM] fans about the way that things have been run by the Della Valle brothers.,"[PLAYER] ([TEAM]) is the first player to receive a yellow card today. He isn't happy with the decision, but the referee stands by it."
1CY4_lEfZhE,18,,[TEAM] will fancy their chances of keeping pace with that Champions League race.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
1CY4_lEfZhE,27,,"Now, [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,31,,Nice change of feet from [PLAYER] to try and tee up the shot.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,34,,[PLAYER] has stayed forward.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,40,,He's done really well to pick out the cross for [PLAYER] who had to score.,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.
1CY4_lEfZhE,47,,First golden chance in the game falls to [TEAM].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the effort. The ball goes out of play and [TEAM] will have a goal kick."
1CY4_lEfZhE,60,,[PLAYER] with a chance to turn and [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,65,,Good athletic save from [PLAYER].,[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out of play and [TEAM] have been awarded a corner kick.
1CY4_lEfZhE,69,,That's an excellent save.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight of it.
1CY4_lEfZhE,75,,It goes from [PLAYER].,"[PLAYER] ([TEAM]) darts into the penalty area to latch on to a pass, and he unleashes a low drive towards the middle of the net, but [PLAYER] is alert and denies him."
1CY4_lEfZhE,77,,Nearly picked out [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,84,,Again from [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,87,,He got the perfect touch.,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] have been awarded a corner kick.
1CY4_lEfZhE,94,,[PLAYER] with a perfectly judged header and [TEAM] in front at the Artemio Franchi.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound and slot the ball into the back of the net. 2:0.
1CY4_lEfZhE,104,,The Champions League dream is still alive.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball is out of play and [TEAM] manage to earn a throw-in."
1CY4_lEfZhE,109,,It's all down to the crosses there from [PLAYER].,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] have been awarded a corner kick.
1CY4_lEfZhE,112,,He's tried that a few times already in this game.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight at the situation and blows his whistle.
1CY4_lEfZhE,116,,[PLAYER] should know better.,"[PLAYER] ([TEAM]) sends a beautiful cross into the penalty area, but the opposition's defence averts the threat."
1CY4_lEfZhE,131,,In for [PLAYER] and [PLAYER] to hit it.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,134,,That is what he can do and it skims just over.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the effort. The ball is out of play. [TEAM] will have a chance to score from a corner."
1CY4_lEfZhE,139,,It's a really good effort.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
1CY4_lEfZhE,141,,You can just see he gets the ball at the edge of the box going absolutely nowhere but he twists and turns.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
1CY4_lEfZhE,149,,"Now, [PLAYER] and here's [PLAYER].","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play and [TEAM] will have a goal kick."
1CY4_lEfZhE,154,,Great ball from [PLAYER] to [PLAYER].,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
1CY4_lEfZhE,157,,Can he profit from it?,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,158,,Shoves it inside and goes for the near post and allows [PLAYER] to make the save.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,164,,The best thing [TEAM] have done all night.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but one of the defenders clears the ball to safety. [TEAM] will have a chance to score from a corner kick."
1CY4_lEfZhE,167,,You're actually right. It's a brilliant move.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
1CY4_lEfZhE,168,,What about that ball?,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for a previous late challenge.
1CY4_lEfZhE,170,,"Good effort, good save.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight at the situation and decides to blow his whistle.
1CY4_lEfZhE,174,,Won back by [PLAYER].,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play and [TEAM] will have a goal kick."
1CY4_lEfZhE,177,,"Now, [PLAYER] wants to cut inside.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
1CY4_lEfZhE,180,,"[PLAYER], what a run that is and [PLAYER] fumbles.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,184,,[PLAYER] makes a tremendous challenge to deny [PLAYER].,"[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defence. [TEAM] have been awarded a corner kick."
1CY4_lEfZhE,190,,"Almost, almost for the home side.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play. [TEAM] are awarded a corner kick."
1CY4_lEfZhE,195,,He'll be frustrated that he didn't finish Stolen away by the tireless [PLAYER].,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play and [TEAM] decide to take a throw-in."
1CY4_lEfZhE,207,,[PLAYER] there with him.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball is off of the pitch and it's a goal kick for [TEAM]."
1CY4_lEfZhE,209,,"To wrap up the points, it's [PLAYER].",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
1CY4_lEfZhE,212,,"Oh, I think that took a deflection on the way through.",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play. [TEAM] are awarded a corner kick.
1CY4_lEfZhE,215,,That's what he's arguing.,[PLAYER] ([TEAM]) sends a beautiful cross into the penalty area but the opposition's defence manages to clear the ball to safety. The ball goes out of play and [TEAM] have been awarded a corner kick.
1CY4_lEfZhE,217,,"He's arguing that, but I'm not sure.",The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
1CY4_lEfZhE,221,,That will do it.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
1CY4_lEfZhE,222,,That is absolutely crucial and priceless for [TEAM] because they can keep dreaming of a place in the Champions League.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view to the action and blows his whistle.
2Xa0Ib5gw7Q,1,,Friday night and the first game of round 4 in Serie A sees [TEAM] and [TEAM] both out for a reverse of fortunes and a second win of the season.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
2Xa0Ib5gw7Q,14,,"Neither of these sides have kept a clean sheet so far this season, as [PLAYER] is on the ball.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
2Xa0Ib5gw7Q,24,,[PLAYER] shifts it over to [PLAYER].,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
