game,timestamp,type,anonymized,predicted_res_0
02n0kR3B7DU,70,,He could have got his name in the headlines.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to tap in the rebound from inside the box and make it 0:2.
02n0kR3B7DU,78,,Džemaili runs off.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,79,,This will be a bad time to concede.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
02n0kR3B7DU,81,,Good header from [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,82,,"[PLAYER], they want the counter, [PLAYER]. His touch lets him down, and they manage to fortunately get it back there easily, and is he onside?","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,91,,The flag stays down. Piątek one-on-one.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,94,,"Well, he gets the shot away.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
02n0kR3B7DU,96,,It's saved by [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,100,soccer-ball,Too wide to claim that fourth league goal of the season.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
02n0kR3B7DU,107,,We're back underway here at the Marassi.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
02n0kR3B7DU,111,,[TEAM] winning six points from six from their first two home games.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
02n0kR3B7DU,120,,"Can [TEAM] having won an away match in the league in 2018 as the ball is in for [PLAYER], then the shot.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
02n0kR3B7DU,130,,What a wicked slice.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,131,,"It's a driven attempt, and [PLAYER] just wide.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,148,,Took [?] is a longer time to play out inside their own half as Piątek opens up the space.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
02n0kR3B7DU,156,,He's done it again.,"[PLAYER] ([TEAM]) sends a pass into the box, but [PLAYER] was quick enough to intercept the ball."
02n0kR3B7DU,157,,What a brilliant start to his time here in Italy.,"[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but he can't get to the loose ball and it goes out of play. [TEAM] will have a chance to score from a corner."
02n0kR3B7DU,161,soccer-ball,"Three games, four goals.","[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but his effort on goal is blocked by the defence."
02n0kR3B7DU,164,,The new number nine for [TEAM] does it again.,Goal! [PLAYER] ([TEAM]) was first to react to a rebound inside the box and he slotted the ball into the back of the net. 0:2.
02n0kR3B7DU,170,soccer-ball,Is [PLAYER] going to take a direction on goal?,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,172,,"He's got the left boot to do it, and he does go straight at the keeper.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,175,,[PLAYER] punches away.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,191,,Lazović doesn't give up on the ball.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,194,,Does he think he's got a shot in him?,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
02n0kR3B7DU,195,,"Dribbling his way through, and such a wonderful opportunity to kill the game.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,208,,"Oh, now there's another card coming out, and the referee here.",[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
02n0kR3B7DU,213,,Is he going to have to go for a more severe color?,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
02n0kR3B7DU,218,,A red card has been shown here.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
02n0kR3B7DU,226,whistle,The final whistle goes.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
02n0kR3B7DU,228,,"It finishes here, [TEAM] 1-0 [TEAM].",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] will have a chance to score from a corner.
02n0kR3B7DU,231,,"It's all we've got time for from the [STADIUM], good afternoon.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
0ARW5Nn8-ow,0,,[TEAM] finished 2019 with back to back defeats putting the Salentini dangerously close to the relegation zone.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
0ARW5Nn8-ow,7,,They have a big chance to win at home for the first time this season against an [TEAM] side who have struggled on the road.,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
0ARW5Nn8-ow,17,,"[PLAYER] is away here for [TEAM], still going [PLAYER] and has a shot, it's off the crossbar.",The second half has just started.
0ARW5Nn8-ow,27,,"Still alive, [PLAYER], plays it back, the shot and a beautiful save from [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,36,,[PLAYER]nies [PLAYER] as [TEAM] came excruciatingly close to breaking the deadlock here at the Via del Mare.,"[PLAYER] ([TEAM]) whips the ball in, but it fails to reach any of his teammates as the opposition's defence averts the threat. The ball is out of play. [TEAM] will have a chance to score from a corner."
0ARW5Nn8-ow,55,,"[PLAYER] Paul, finds [PLAYER], here is [PLAYER] who can shoot from here but too much traffic, the shot does come in and it forces a fine save from [PLAYER].","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
0ARW5Nn8-ow,68,soccer-ball,"[PLAYER], what a rocket he has and he made use of it on this occasion, a loose ball he teed it up well and that was heading for the back of the net.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
0ARW5Nn8-ow,87,,"Here is [PLAYER] now in a good position, crosses it for [PLAYER], [PLAYER], was he offside?","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,94,,The flag stays down.,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.
0ARW5Nn8-ow,96,,[TEAM] break the deadlock with [PLAYER] once again scoring against [TEAM].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is alert and intercepts the ball. [TEAM] have been awarded a corner kick. The referee and one of the linesman both point at the corner flag."
0ARW5Nn8-ow,113,soccer-ball,"It's offside, no goal, score remains 0-0.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
0ARW5Nn8-ow,122,,"As [PLAYER] now finds [PLAYER] Paul, [TEAM] away on the coun[PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,129,,"They're flooding forward [PLAYER] Paul will have a shot from here, didn't miss by much.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,136,,In this conditions shots from distance are very tricky indeed to deal with.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
0ARW5Nn8-ow,149,,"Taken short, [PLAYER] Paul with a looping ball, not dealt with well by [PLAYER], Madgragora shoots at the side netting.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
0ARW5Nn8-ow,161,,Again conditions proving very difficult for the keepers.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence averts the threat. The ball goes out of play and [TEAM] will have a goal kick."
0ARW5Nn8-ow,171,,"[PLAYER]'s header, again looking for [PLAYER], it's fallen to [PLAYER] Paul a chance now for [TEAM].",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
0ARW5Nn8-ow,178,,"[PLAYER] Paul crosses for [PLAYER], leaves it for [PLAYER]sagna but what a save in the end.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,185,soccer-ball,"It looked for all money the opening goal, they had numbers wide, the ball went to [PLAYER]sagna, that was a brilliant save from [PLAYER] in the end.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,198,,[PLAYER]sagna again chipping at the far post.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,202,,"Now [PLAYER] Paul on his right, [PLAYER], back to [PLAYER] Paul, still [PLAYER] Paul, he's done it.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
0ARW5Nn8-ow,208,soccer-ball,What a goal from Rodrigo [PLAYER] Paul the captain in the 88th minute gives [TEAM] the lead and you have to say it's been coming.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
0ARW5Nn8-ow,223,soccer-ball,"[TEAM] defeat [TEAM] by one goal to nil, Rodrigo [PLAYER] Paul 88th minute goal gives [TEAM] their second consecutive win.",[PLAYER] ([TEAM]) is penalised for tripping his opponent. [REFEREE] has an easy one to award a free kick to [TEAM].
17Ma8ZcCkNY,0,,"[TEAM] against [TEAM], a fixture that leaps off the page, that grabs the attention.",The foul by [PLAYER] ([TEAM]) is worthy of a yellow card. [REFEREE] didn't hesitate at all to blow the whistle.
17Ma8ZcCkNY,4,,"It has done for decades, and three of them have now gone by since [TEAM] won a league game away to the [TEAM].","[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
17Ma8ZcCkNY,22,,"Here's [PLAYER], [PLAYER], [PLAYER], movement here, from [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,29,soccer-ball,"Oh, off the frame of the goal.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,52,,"Good ball here for [PLAYER], who's trapped by [PLAYER], Paquetá is available, so is Piątek.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,60,soccer-ball,[PLAYER] goes for goal himself and it's pushed wide by [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,64,,"He's had a decent start to the game, the Spaniard, [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from the edge of the box, but the opposition's defence is alert and intercepts the ball."
17Ma8ZcCkNY,70,,"[PLAYER] finds [PLAYER], here's [PLAYER].","[PLAYER] ([TEAM]) tries to find [PLAYER], but he puts too much power on the pass. The ball is off of the pitch and it's a goal kick for [TEAM]."
17Ma8ZcCkNY,85,soccer-ball,"Classic [PLAYER], who scores his 100th [TEAM] goal in some style, silences San Siro.",Goal! [PLAYER] finds [PLAYER] ([TEAM]) inside the box and he coolly slots the ball into the back of the net. The score is 2:0.
17Ma8ZcCkNY,96,,[TEAM] 0-1 [TEAM].,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play. [TEAM] will have a chance to score from a corner."
17Ma8ZcCkNY,116,,"[PLAYER], [PLAYER], [PLAYER], can [TEAM] hit back here?","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,124,,[PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,126,,"Oh, it's deflected and it's gone in.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,129,,"Piątek is the man who's claiming it, but [TEAM], out of nothing, are on terms at San Siro.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
17Ma8ZcCkNY,147,,Will need something special though from [PLAYER].,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight at the situation.
17Ma8ZcCkNY,152,soccer-ball,"Straight at the goalkeeper, certainly got the pace on the ball.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play. [TEAM] are awarded a corner kick.
17Ma8ZcCkNY,157,,"He dealt with that okay, didn't he?","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,160,,"You have to deal with it how you see it coming towards you, and that probably had a lot of movement on it.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. [TEAM] force a corner. They send men into the box."
17Ma8ZcCkNY,173,,[TEAM] looking to get themselves back in front here.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
17Ma8ZcCkNY,176,,"[PLAYER]'s come a very long way for that, and he wasn't convincing at all.","[PLAYER] ([TEAM]) takes the corner kick and sends the ball into the penalty area, but the opposition's defence is ready and makes a good clearance."
17Ma8ZcCkNY,180,,A double save to spare his own blushes a bit there.,"[PLAYER] ([TEAM]) takes the corner kick and sends the ball into the penalty area, but the opposition's defence is ready and makes a good clearance."
17Ma8ZcCkNY,202,,[TEAM] looking a bit open here.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,203,,"That's a lovely ball, it's [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
17Ma8ZcCkNY,207,,Thumped it home.,"[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but he fails to score as an opponent blocks his effort."
17Ma8ZcCkNY,209,,The President can celebrate.,"[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER], but his effort is blocked by the defence."
17Ma8ZcCkNY,221,,"That result, 30 years in the making for [TEAM].","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by the defender."
17Ma8ZcCkNY,225,,They win away at [TEAM] in Serie A.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates. The ball is easily cleared out of danger.
1CY4_lEfZhE,0,,A very good evening to you from the Artemio Franchi in Florence.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
1CY4_lEfZhE,4,,Not a happy place at the moment.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
1CY4_lEfZhE,7,,There've been protests in the center of Florence today from [TEAM] fans about the way that things have been run by the Della Valle brothers.,[COACH] has decided to make a substitution. [PLAYER] ([TEAM]) is replacing [PLAYER].
1CY4_lEfZhE,18,,[TEAM] will fancy their chances of keeping pace with that Champions League race.,[PLAYER] ([TEAM]) fails to beat the offside trap and the linesman puts his flag up.
1CY4_lEfZhE,27,,"Now, [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,31,,Nice change of feet from [PLAYER] to try and tee up the shot.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,34,,[PLAYER] has stayed forward.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
1CY4_lEfZhE,40,,He's done really well to pick out the cross for [PLAYER] who had to score.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,47,,First golden chance in the game falls to [TEAM].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
1CY4_lEfZhE,60,,[PLAYER] with a chance to turn and [PLAYER].,The game is interrupted as [PLAYER] ([TEAM]) is flagged offside.
1CY4_lEfZhE,65,,Good athletic save from [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the effort. The ball is out of play. [TEAM] win a corner kick."
1CY4_lEfZhE,69,,That's an excellent save.,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play. [TEAM] will have a chance to score from a corner.
1CY4_lEfZhE,75,,It goes from [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,77,,Nearly picked out [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,84,,Again from [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,87,,He got the perfect touch.,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.
1CY4_lEfZhE,94,,[PLAYER] with a perfectly judged header and [TEAM] in front at the Artemio Franchi.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and he makes no mistake from close range. 0:2.
1CY4_lEfZhE,104,,The Champions League dream is still alive.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
1CY4_lEfZhE,109,,It's all down to the crosses there from [PLAYER].,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play. [TEAM] are awarded a corner kick."
1CY4_lEfZhE,112,,He's tried that a few times already in this game.,"[PLAYER] ([TEAM]) sends a lofted cross into the box, but he fails to find any of his teammates. The ball goes out of play and [TEAM] will have a goal kick."
1CY4_lEfZhE,116,,[PLAYER] should know better.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] has an easy one to see the yellow.
1CY4_lEfZhE,131,,In for [PLAYER] and [PLAYER] to hit it.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,134,,That is what he can do and it skims just over.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is alert and intercepts the effort. [TEAM] have been awarded a corner kick. The referee and one of his assistants signal for it."
1CY4_lEfZhE,139,,It's a really good effort.,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] will have a goal kick.
1CY4_lEfZhE,141,,You can just see he gets the ball at the edge of the box going absolutely nowhere but he twists and turns.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball is out of play and [TEAM] manage to earn a corner."
1CY4_lEfZhE,149,,"Now, [PLAYER] and here's [PLAYER].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
1CY4_lEfZhE,154,,Great ball from [PLAYER] to [PLAYER].,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
1CY4_lEfZhE,157,,Can he profit from it?,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,158,,Shoves it inside and goes for the near post and allows [PLAYER] to make the save.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,164,,The best thing [TEAM] have done all night.,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] have been awarded a corner kick.
1CY4_lEfZhE,167,,You're actually right. It's a brilliant move.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
1CY4_lEfZhE,168,,What about that ball?,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows for a foul.
1CY4_lEfZhE,170,,"Good effort, good save.",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball is off of the pitch and it's a goal kick for [TEAM].
1CY4_lEfZhE,174,,Won back by [PLAYER].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,177,,"Now, [PLAYER] wants to cut inside.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
1CY4_lEfZhE,180,,"[PLAYER], what a run that is and [PLAYER] fumbles.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,184,,[PLAYER] makes a tremendous challenge to deny [PLAYER].,"[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defence. The ball is out of play. [TEAM] will have a chance to score from a corner."
1CY4_lEfZhE,190,,"Almost, almost for the home side.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the effort. The ball is off of the pitch and it's a goal kick for [TEAM]."
1CY4_lEfZhE,195,,He'll be frustrated that he didn't finish Stolen away by the tireless [PLAYER].,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear sight and blows his whistle.
1CY4_lEfZhE,207,,[PLAYER] there with him.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
1CY4_lEfZhE,209,,"To wrap up the points, it's [PLAYER].",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
1CY4_lEfZhE,212,,"Oh, I think that took a deflection on the way through.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
1CY4_lEfZhE,215,,That's what he's arguing.,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play. [TEAM] will have a chance to score from a corner.
1CY4_lEfZhE,217,,"He's arguing that, but I'm not sure.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
1CY4_lEfZhE,221,,That will do it.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
1CY4_lEfZhE,222,,That is absolutely crucial and priceless for [TEAM] because they can keep dreaming of a place in the Champions League.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
2Xa0Ib5gw7Q,1,,Friday night and the first game of round 4 in Serie A sees [TEAM] and [TEAM] both out for a reverse of fortunes and a second win of the season.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
2Xa0Ib5gw7Q,14,,"Neither of these sides have kept a clean sheet so far this season, as [PLAYER] is on the ball.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
2Xa0Ib5gw7Q,24,,[PLAYER] shifts it over to [PLAYER].,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
2Xa0Ib5gw7Q,29,soccer-ball,"It opens up for him and urged to shoot at goal, which he provides.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
2Xa0Ib5gw7Q,38,,"[PLAYER], such a reliable pass.","[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER] and fires the ball into the right side of the goal, giving the goalkeeper no chance."
