game,timestamp,type,anonymized,predicted_res_0
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1922,,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence quickly intercepts the ball.",The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1900,attendance,The attendance is 54331.,The [TEAM] players are exchanging some short passes to try and open up the opposition’s defence and hit them swiftly on the break.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1760,,[PLAYER] ([TEAM]) smashes the ball upfield and [PLAYER] controls it with a great first touch.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1659,,The cross into the penalty area from [PLAYER] ([TEAM]) needed to be more accurate in order to create a goal-scoring opportunity for his team.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1485,,"[PLAYER] pulls off a great save to deny [PLAYER] ([TEAM]), who makes himself some space inside the box and unleashes a quick shot towards the middle of the goal.","[PLAYER] ([TEAM]) takes the corner, but one of the defenders reacts well and rises highest to head the ball away."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1350,,[PLAYER] ([TEAM]) breaks into the penalty area but his shot is blocked.,[PLAYER] ([TEAM]) gives away a foul for a clumsy challenge. Referee [REFEREE] saw the whole situation.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1276,,[PLAYER] ([TEAM]) is offside and the linesman raises his flag.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1199,substitution,[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).,"[COACH] is forced to make a change. [PLAYER] is unable to continue due to injury, [PLAYER] ([TEAM]) comes on."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1179,,What a chance that is! [PLAYER] ([TEAM]) finds himself unmarked in a promising position after receiving a cross on the edge of the box and his attempt sails a whisker wide of the right post.,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1131,substitution,Substitution.  [PLAYER] makes way for [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) takes the corner, but one of the defenders reacts well and rises highest to head the ball away."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1100,,"[PLAYER] ([TEAM]) nearly creates a chance, but his attempt to pick out a teammate with a through ball does not come off.","[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,949,,"[PLAYER] ([TEAM]) darts into the penalty area to latch on to a pass, and he unleashes a shot towards the middle of the net, but [PLAYER] is alert and denies him.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,859,,"[PLAYER] ([TEAM]) attempted to pick out a free teammate inside the box, but [PLAYER] comes off the line to clear the ball away.",[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,759,,"[PLAYER] ([TEAM]) found some space to play in a lofted pass, but he looks disappointed as none of his teammates managed to connect with it.",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] will have a goal kick.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,621,corner,[PLAYER] ([TEAM]) puts a cross into the box from the corner but there is no panic from the opposition and they easily clear.,[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out of play. [TEAM] are awarded a corner kick.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,608,,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The referee points to the corner flag and [TEAM] will take a corner.",[PLAYER] ([TEAM]) goes over to take a corner kick after one of the defenders makes a good clearance.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,563,,"[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside.",The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,471,,[PLAYER] ([TEAM]) sends an accurate short pass. [PLAYER] controls the ball with a fine first touch and is able to come up with a new attacking effort.,[PLAYER] ([TEAM]) fails to beat the offside trap and the linesman puts his flag up.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,316,y-card,Yellow card! It's like [PLAYER] ([TEAM]) was asking for a caution with his behaviour. [REFEREE] agrees and books him.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,273,,"The assistant referee raises his flag and the referee blows his whistle.  [PLAYER] ([TEAM]) puts the ball into the net, but he is flagged for offside.","[PLAYER] ([TEAM]) takes the corner, but one of the defenders reacts well and rises highest to head the ball away."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,191,,[PLAYER] ([TEAM]) whips in the resulting set piece but it's cleared.,"[PLAYER] ([TEAM]) attempts to find [PLAYER], but puts far too much on the pass and the chance is gone. The ball is out of play. [TEAM] will have a chance to score from a corner."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,156,y-card,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for a tough tackle. [TEAM] get a free kick.,"[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,104,,[PLAYER] ([TEAM]) fizzes over a cross which doesn't cause any problems.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1,substitution,The teams are back out for the second half and here is a change on the pitch. [COACH] gives a chance to [PLAYER] ([TEAM]) and [PLAYER] is off.,"[COACH] is forced to make a change. [PLAYER] is unable to continue due to injury, [PLAYER] ([TEAM]) comes on."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,1,whistle,The game restarts for the second half.,"[COACH] is forced to make a change. [PLAYER] is unable to continue due to injury, [PLAYER] ([TEAM]) comes on."
europe_uefa-champions-league_2014-2015,2015-03-10 - 22-45 Real Madrid 3 - 4 Schalke,2,2495,,"[PLAYER] ([TEAM]) gets into a good scoring position. He creates some space for himself and tries his luck from distance. His decent effort towards the left post is, however, superbly saved by [PLAYER]!",[PLAYER] ([TEAM]) works the corner short instead of sending the ball into the penalty area.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,2,1965,,[PLAYER] ([TEAM]) will take the free kick.,The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them swiftly on the break.
germany_bundesliga_2015-2016,2015-11-08 - 17-30 Dortmund 3 - 2 Schalke,1,1885,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge. The referee and the linesman both signal a throw-in for [TEAM].,The referee blows his whistle for a foul after [PLAYER] ([TEAM]) hacks down one of his opponents. [TEAM] win a free kick and will be able to apply some pressure on the opposition goal.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,828,,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger.","[PLAYER] ([TEAM]) whips the ball in, but it fails to reach any of his teammates as the opposition's defence averts the threat."
spain_laliga_2016-2017,2016-11-26 - 18-15 Real Madrid 2 - 1 Gijon,1,2648,,"[PLAYER] ([TEAM]) swings in a promising cross from the free kick, but one of the defenders does a perfect job to avert the danger.",The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,2818,injury,[PLAYER] ([TEAM]) is having a really tough time right now. We are about to find out how serious his injury is.,[PLAYER] ([TEAM]) is having a really tough time right now. We are about to find out how serious his injury is.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,2712,y-card,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].,"[PLAYER] ([TEAM]) swings in the corner, but one of the defending players reacts quickly and rises highest to head the ball away."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,0,time,Fourth official shows 2 min. of added time.,"[COACH] is forced to make a change. [PLAYER] is unable to continue due to injury, [PLAYER] ([TEAM]) comes on."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,2625,injury,Looks like [PLAYER] ([TEAM]) is struggling after picking up a knock. Hopefully he can run it off.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,2593,,[PLAYER] swings the cross over. [PLAYER] ([TEAM]) gets his head to it but it goes just wide of the right post.,[PLAYER] ([TEAM]) is moving okay again after that injury scare.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,2483,,[PLAYER] ([TEAM]) unleashes a decent effort from just outside the box which goes narrowly wide of the left post.,"[PLAYER] ([TEAM]) takes the corner, but one of the defenders reacts well and rises highest to head the ball away."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,2364,,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball.","[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,2213,corner,The resulting corner from [PLAYER] ([TEAM]) is cleared by the opposition's defence.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,2202,,[PLAYER] ([TEAM]) has a shot blocked from inside the box. [TEAM] will take a corner kick.,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,2100,,"[PLAYER] passes to [PLAYER] ([TEAM]), but he produces a wild shot from the edge of the box which goes high over the bar.","[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,1958,y-card,A yellow card for a tackle by [PLAYER] ([TEAM]). [REFEREE] doesn't hesitate at all to make this decision.,[PLAYER] ([TEAM]) is moving okay again after that injury scare.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,1827,soccer-ball,[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER] and he beats the goalkeeper with a neat finish into the left side of the net. 1:0.,The [TEAM] players are exchanging some short passes to try and open up the opposition’s defence and hit them swiftly on the break.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,1731,corner,"The resulting corner, taken by [PLAYER] ([TEAM]), comes to nothing.",[PLAYER] ([TEAM]) takes the free kick but it is cleared by the first defender. The ball is out of play and [TEAM] manage to earn a corner.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,1718,,"[PLAYER] ([TEAM]) sends a beautiful cross into the penalty area, but the opposition's defence manages to clear the ball to safety. It will be a corner kick for [TEAM].",[PLAYER] ([TEAM]) looks like he will be the one to try and deliver a quality ball into the penalty box from the corner kick.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,1598,,[PLAYER] ([TEAM]) skips past his man but can't keep the ball in play.,[PLAYER] ([TEAM]) looks like he will be the one to try and deliver a quality ball into the penalty box from the corner kick.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,1482,,[PLAYER] ([TEAM]) holds his opponent to prevent him from getting the ball and the referee blows his whistle for a foul.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,1365,,[PLAYER] ([TEAM]) was too fierce in his attempt to get the ball from his opponent and [REFEREE] blows for a foul.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,1300,,"[PLAYER] ([TEAM]) had a good opportunity when he latched on to a cross from the wing, but his strike wasn't accurate at all and the ball went well wide of the left post.",[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,1224,,[PLAYER] ([TEAM]) attempts to send a pass but the effort is blocked.,The [TEAM] players are exchanging some short passes to try and open up the opposition’s defence and hit them swiftly on the break.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,1161,,"[PLAYER] ([TEAM]) meets a cross from [PLAYER], but he cannot keep his header on target. It goes high over the crossbar.","[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,1105,,[PLAYER] ([TEAM]) trips an opposition player and [REFEREE] signals a foul.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,986,,[PLAYER] ([TEAM]) receives a quality pass inside the box and fires a first-time shot. His effort towards the right post is saved by the goalkeeper.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,937,,[PLAYER] was forced into action to thwart [PLAYER] ([TEAM]). He found himself some space after latching on to a pass and unleashed a shot to the right post but couldn't beat the keeper.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,873,,"[PLAYER] ([TEAM]) sends a chip pass into the box, but [PLAYER] is quickest to intercept the ball.","[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,792,corner,[PLAYER] ([TEAM]) takes the resulting corner which is well defended.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,768,,"[PLAYER] ([TEAM]) swings in a cross, but the ball is cleared to safety by one of the defending players. The ball goes out of play and [TEAM] have been awarded a corner kick.",The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,1,687,,"[PLAYER] ([TEAM]) plays a one-two with [PLAYER], but the move breaks down.",The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.
spain_laliga_2014-2015,2015-04-25 - 17-00 Espanyol 0 - 2 Barcelona,2,2591,,[REFEREE] blows his whistle for a foul after [PLAYER] ([TEAM]) hacks down one of his opponents.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
spain_laliga_2016-2017,2016-11-26 - 18-15 Real Madrid 2 - 1 Gijon,1,2006,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge. The ball goes out of play. [TEAM] are awarded a corner kick.,The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.
england_epl_2015-2016,2016-03-01 - 22-45 Norwich 1 - 2 Chelsea,2,1,whistle,The game restarts for the second half.,The half-time break is over and the second half is about to start.
europe_uefa-champions-league_2016-2017,2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,2,496,,[PLAYER] ([TEAM]) takes a mid-range free kick and his stunning strike crashes against the crossbar.,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) comes onto the pitch so that [PLAYER] can be given a rest.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,2479,substitution,A substitution has been made. [PLAYER] is replaced by [PLAYER] ([TEAM]).,[COACH] prepares a substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).
england_epl_2015-2016,2016-03-01 - 22-45 Norwich 1 - 2 Chelsea,1,2540,,The foul by [PLAYER] ([TEAM]) was seen by [REFEREE] who didn't hesitate to blow the whistle.,[PLAYER] ([TEAM]) gives away a foul for a clumsy challenge. Referee [REFEREE] saw the whole situation.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1421,,"[PLAYER] ([TEAM]) strikes a shot towards goal from the edge of the penalty box, but it flies just wide of the left post.",[PLAYER] ([TEAM]) makes a reckless foul in order to win the ball from his opponent. [REFEREE] has a clear sight of it and blows his whistle.
italy_serie-a_2016-2017,2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,2,326,y-card,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
europe_uefa-champions-league_2016-2017,2016-11-01 - 20-45 Besiktas 1 - 1 Napoli,1,2072,,[PLAYER] ([TEAM]) commits a rough foul. [REFEREE] stops the game and makes a call.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
spain_laliga_2016-2017,2017-04-26 - 20-30 Barcelona 7 - 1 Osasuna,2,906,soccer-ball,[PLAYER] ([TEAM]) receives a great pass from his teammate and strikes a very powerful shot towards goal that goes inside of the right post!,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball. [TEAM] are awarded a free kick.
italy_serie-a_2015-2016,2015-08-29 - 21-45 AC Milan 2 - 1 Empoli,2,1626,,"[PLAYER] ([TEAM]) goes for goal, but slices it wide of the target.","[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2661,,[PLAYER] ([TEAM]) commits a rough challenge and [REFEREE] blows his whistle for a foul. [TEAM] are awarded a free kick. Let's see what they create from this.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2567,substitution,Substitution. [PLAYER] makes his way off the pitch and [PLAYER] ([TEAM]) comes on as his replacement.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball. [TEAM] are awarded a free kick.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2534,,"[PLAYER] ([TEAM]) creates a good chance for himself and goes for goal from mid-range, but it's just a bit too high and misses the bar by a whisker.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play. [TEAM] are awarded a corner kick."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2493,,"[PLAYER] ([TEAM]) amazingly found his way through the defence, but lacked a precise finish as his effort from close range went slightly wide of the right post.",[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2455,,"[PLAYER] ([TEAM]) shoots from the edge of the penalty area. The ball travels low towards the middle of the target, but [PLAYER] easily deals with the threat.","[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2443,,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it.","[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2408,,"A fine lofted pass into the box, sent by [PLAYER] ([TEAM]), is intercepted by the opposition's defence.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
